,location,total_sqft,bath,price,bhk,price_per_sqft
5131,Margondanahalli,1140.0,2.0,60.0,2,5263.1578947368425
5132,Margondanahalli,1100.0,2.0,55.0,2,5000.0
5133,Margondanahalli,1152.0,1.0,66.0,2,5729.166666666667
5135,Margondanahalli,1200.0,2.0,65.0,2,5416.666666666667
5136,Margondanahalli,1050.0,2.0,58.0,2,5523.809523809524
5137,Margondanahalli,1160.0,2.0,65.0,2,5603.448275862069
5138,Margondanahalli,1334.0,2.0,67.76,2,5079.460269865068
5139,Marsur,1800.0,4.0,145.0,4,8055.555555555556
5140,Marsur,1200.0,3.0,90.0,3,7500.0
5141,Marsur,1200.0,3.0,120.0,3,10000.0
5142,Mico Layout,5000.0,9.0,210.0,9,4200.0
5143,Mico Layout,1550.0,2.0,65.0,3,4193.548387096775
5144,Mico Layout,1125.0,2.0,40.0,2,3555.5555555555557
5145,Mico Layout,1190.0,2.0,39.25,2,3298.3193277310925
5146,Mico Layout,800.0,1.0,29.5,1,3687.5
5147,Mico Layout,1250.0,2.0,44.0,3,3520.0
5148,Mico Layout,1171.0,2.0,39.0,2,3330.486763450043
5149,Mico Layout,1200.0,2.0,53.5,2,4458.333333333333
5150,Mico Layout,1670.0,3.0,59.0,3,3532.934131736527
5151,Mico Layout,1140.0,2.0,43.0,2,3771.9298245614036
5152,Munnekollal,1170.0,2.0,52.0,2,4444.444444444444
5153,Munnekollal,1102.0,2.0,53.67,2,4870.235934664247
5154,Munnekollal,1390.0,3.0,68.0,3,4892.086330935252
5155,Munnekollal,1200.0,2.0,49.5,2,4125.0
5156,Munnekollal,950.0,2.0,46.5,2,4894.736842105263
5157,Munnekollal,1560.0,3.0,75.0,3,4807.692307692308
5158,Munnekollal,1750.0,3.0,86.5,3,4942.857142857143
5159,Munnekollal,1385.0,2.0,66.5,3,4801.444043321299
5160,Munnekollal,1080.0,2.0,45.0,2,4166.666666666667
5161,Munnekollal,1170.0,2.0,59.0,2,5042.735042735043
5163,Munnekollal,1200.0,2.0,57.9,3,4825.0
5164,Munnekollal,1030.0,2.0,50.36,2,4889.320388349514
5165,Murugeshpalya,1296.0,2.0,81.0,2,6250.0
5166,Murugeshpalya,1550.0,3.0,74.0,3,4774.193548387097
5167,Murugeshpalya,1845.0,3.0,91.0,3,4932.249322493225
5168,Murugeshpalya,1185.0,2.0,85.0,2,7172.995780590717
5169,Murugeshpalya,1225.0,2.0,48.0,2,3918.3673469387754
5170,Murugeshpalya,1930.0,3.0,75.0,3,3886.0103626943005
5171,Murugeshpalya,1600.0,2.0,65.0,3,4062.5
5172,Murugeshpalya,1344.0,2.0,56.0,3,4166.666666666667
5173,Murugeshpalya,1500.0,2.0,70.0,3,4666.666666666667
5174,Murugeshpalya,1855.0,3.0,96.0,3,5175.202156334231
5175,Murugeshpalya,1175.0,2.0,75.0,2,6382.978723404255
5176,Mysore Road,1175.0,2.0,73.5,2,6255.31914893617
5177,Mysore Road,1710.0,4.0,91.31,3,5339.766081871345
5178,Mysore Road,1020.0,2.0,48.95,2,4799.019607843137
5179,Mysore Road,1175.0,2.0,73.5,2,6255.31914893617
5180,Mysore Road,1070.0,2.0,45.0,2,4205.607476635514
5181,Mysore Road,1239.0,2.0,53.0,2,4277.643260694108
5182,Mysore Road,1060.0,2.0,62.0,2,5849.056603773585
5183,Mysore Road,980.0,2.0,45.47,2,4639.7959183673465
5184,Mysore Road,883.0,2.0,40.0,2,4530.011325028313
5185,Mysore Road,1525.0,3.0,96.0,3,6295.081967213115
5186,Mysore Road,1200.0,2.0,65.0,2,5416.666666666667
5190,Mysore Road,883.0,2.0,40.95,2,4637.5990939977355
5191,Mysore Road,1070.0,2.0,49.65,2,4640.186915887851
5193,Mysore Road,883.0,2.0,50.0,2,5662.5141562853905
5194,Mysore Road,1155.0,2.0,51.0,2,4415.584415584415
5195,Mysore Road,1003.0,2.0,43.0,2,4287.138584247258
5196,Mysore Road,1237.0,2.0,73.0,2,5901.3742926434925
5197,Mysore Road,883.0,2.0,45.0,2,5096.262740656852
5198,Mysore Road,1170.0,2.0,65.0,2,5555.555555555556
5199,Mysore Road,1029.5,2.0,50.855,2,4939.776590577951
5200,Mysore Road,940.0,2.0,43.61,2,4639.36170212766
5202,Mysore Road,1020.0,2.0,48.95,2,4799.019607843137
5203,Mysore Road,1568.0,2.0,100.0,3,6377.551020408163
5205,Mysore Road,1560.0,2.0,83.3,3,5339.74358974359
5206,Mysore Road,1175.0,2.0,70.5,2,6000.0
5207,Mysore Road,1080.0,2.0,60.0,3,5555.555555555556
5209,Mysore Road,883.0,2.0,37.0,2,4190.260475651189
5211,NGR Layout,1020.0,2.0,45.9,2,4500.0
5212,NGR Layout,1105.0,2.0,49.73,2,4500.4524886877825
5213,NGR Layout,1022.0,2.0,45.9,2,4491.19373776908
5214,NGR Layout,1020.0,2.0,45.0,2,4411.764705882353
5215,NGR Layout,1019.0,2.0,45.9,2,4504.41609421001
5216,NGR Layout,1020.0,2.0,46.0,2,4509.803921568628
5217,NGR Layout,1021.0,2.0,46.0,2,4505.386875612145
5218,NGR Layout,1021.0,2.0,45.9,2,4495.592556317336
5219,NRI Layout,1565.0,2.0,75.0,3,4792.332268370607
5220,NRI Layout,2500.0,5.0,130.0,5,5200.0
5221,NRI Layout,1125.0,2.0,45.56,2,4049.777777777778
5222,NRI Layout,2150.0,4.0,115.0,4,5348.837209302325
5223,NRI Layout,1250.0,2.0,75.0,2,6000.0
5224,NRI Layout,1789.0,3.0,75.0,3,4192.286193404137
5225,NRI Layout,1731.0,3.0,64.11,3,3703.639514731369
5226,NRI Layout,2400.0,2.0,125.0,2,5208.333333333333
5228,Nagarbhavi,1350.0,3.0,150.0,3,11111.111111111111
5229,Nagarbhavi,1200.0,2.0,150.0,2,12500.0
5231,Nagarbhavi,2400.0,3.0,160.0,3,6666.666666666667
5232,Nagarbhavi,884.0,2.0,36.0,1,4072.398190045249
5233,Nagarbhavi,1055.0,2.0,55.0,2,5213.270142180095
5235,Nagarbhavi,1223.0,2.0,60.0,2,4905.968928863451
5236,Nagarbhavi,956.0,2.0,49.0,2,5125.523012552301
5238,Nagarbhavi,1200.0,2.0,150.0,2,12500.0
5241,Nagarbhavi,1145.0,2.0,40.0,2,3493.4497816593885
5242,Nagarbhavi,300.0,1.0,20.0,1,6666.666666666667
5243,Nagarbhavi,1250.0,3.0,175.0,4,14000.0
5244,Nagarbhavi,710.0,2.0,40.0,1,5633.802816901409
5246,Nagarbhavi,1212.0,2.0,50.0,2,4125.412541254125
5247,Nagarbhavi,1020.0,2.0,55.0,2,5392.156862745098
5249,Nagarbhavi,1120.0,2.0,53.0,2,4732.142857142857
5251,Nagarbhavi,1146.0,2.0,50.0,2,4363.001745200698
5253,Nagarbhavi,1190.0,2.0,63.0,2,5294.117647058823
5255,Nagarbhavi,1050.0,2.0,80.0,2,7619.047619047619
5256,Nagarbhavi,2500.0,3.0,180.0,5,7200.0
5258,Nagarbhavi,1250.0,3.0,170.0,2,13600.0
5260,Nagarbhavi,1400.0,2.0,135.0,3,9642.857142857143
5262,Nagarbhavi,1100.0,2.0,46.2,2,4200.0
5263,Nagarbhavi,1080.0,2.0,49.0,2,4537.037037037037
5264,Nagarbhavi,1800.0,3.0,180.0,4,10000.0
5265,Nagarbhavi,1225.0,2.0,58.0,2,4734.693877551021
5266,Nagasandra,980.0,2.0,48.0,2,4897.959183673469
5267,Nagasandra,2400.0,4.0,145.0,4,6041.666666666667
5269,Nagasandra,1650.0,3.0,95.0,3,5757.575757575758
5270,Nagasandra,1500.0,2.0,91.0,2,6066.666666666667
5271,Nagavara,400.0,1.0,14.0,1,3500.0
5272,Nagavara,2172.65,3.0,120.0,4,5523.208984419948
5274,Nagavara,2319.0,3.0,180.0,3,7761.966364812419
5275,Nagavara,2430.0,4.0,180.0,3,7407.407407407408
5276,Nagavara,936.0,2.0,40.2,2,4294.871794871795
5277,Nagavara,1125.0,2.0,44.5,2,3955.5555555555557
5278,Nagavara,1315.0,2.0,70.0,2,5323.19391634981
5279,Nagavara,1077.0,2.0,50.0,2,4642.525533890436
5280,Nagavara,2496.0,4.0,125.0,4,5008.01282051282
5281,Nagavara,1110.0,2.0,44.95,2,4049.5495495495497
5282,Nagavara,1247.0,2.0,58.56,2,4696.0705693664795
5283,Nagavarapalya,1392.0,2.0,99.0,2,7112.068965517241
5284,Nagavarapalya,705.0,1.0,52.5,1,7446.808510638298
5285,Nagavarapalya,1300.0,3.0,80.0,3,6153.846153846154
5286,Nagavarapalya,705.0,1.0,57.0,1,8085.106382978724
5287,Nagavarapalya,705.0,1.0,55.0,1,7801.418439716312
5288,Nagavarapalya,705.0,1.0,57.0,1,8085.106382978724
5289,Nagavarapalya,1335.0,2.0,110.0,2,8239.700374531834
5290,Nagavarapalya,1260.0,2.0,85.5,2,6785.714285714285
5291,Narayanapura,1308.0,2.0,89.04,2,6807.339449541284
5292,Narayanapura,1566.0,3.0,83.3,3,5319.284802043423
5293,Narayanapura,1485.0,3.0,85.0,3,5723.905723905724
5294,Narayanapura,1302.0,2.0,69.1,2,5307.219662058371
5295,Narayanapura,1308.0,2.0,89.04,2,6807.339449541284
5296,Narayanapura,2357.0,3.0,135.0,3,5727.619855748833
5297,Narayanapura,2357.0,3.0,135.0,3,5727.619855748833
5298,Narayanapura,1469.0,2.0,99.14,2,6748.8087134104835
5299,Neeladri Nagar,1053.0,2.0,45.0,2,4273.504273504273
5300,Neeladri Nagar,1363.0,2.0,68.0,2,4988.994864269993
5301,Neeladri Nagar,2556.0,3.0,133.0,3,5203.442879499217
5302,Neeladri Nagar,674.0,1.0,21.0,1,3115.727002967359
5303,Neeladri Nagar,527.0,1.0,26.0,1,4933.586337760911
5304,Neeladri Nagar,1167.0,2.0,38.0,3,3256.212510711225
5305,Neeladri Nagar,1060.0,2.0,35.0,2,3301.8867924528304
5306,Neeladri Nagar,640.0,1.0,20.5,1,3203.125
5308,Neeladri Nagar,1105.0,2.0,30.0,2,2714.9321266968327
5309,Neeladri Nagar,1100.0,2.0,30.0,2,2727.2727272727275
5310,Neeladri Nagar,2111.0,3.0,103.0,3,4879.204168640455
5311,Nehru Nagar,1775.0,3.0,110.0,3,6197.183098591549
5312,Nehru Nagar,2363.0,5.0,120.0,4,5078.290308929327
5313,Nehru Nagar,2342.0,3.0,115.0,4,4910.333048676345
5314,Nehru Nagar,967.0,2.0,41.1,2,4250.258531540848
5315,Nehru Nagar,1374.0,3.0,72.0,3,5240.174672489083
5316,Nehru Nagar,1674.0,3.0,90.0,3,5376.344086021505
5317,Nehru Nagar,1269.0,2.0,63.0,3,4964.5390070921985
5318,Nehru Nagar,1100.0,2.0,50.0,2,4545.454545454545
5319,Nehru Nagar,1674.0,3.0,81.0,3,4838.709677419355
5320,OMBR Layout,2420.0,3.0,185.0,3,7644.628099173554
5321,OMBR Layout,1078.0,2.0,65.0,2,6029.684601113173
5322,OMBR Layout,1101.0,2.0,65.5,2,5949.13714804723
5323,OMBR Layout,1041.0,2.0,65.5,2,6292.026897214217
5324,OMBR Layout,1300.0,2.0,80.0,2,6153.846153846154
5325,OMBR Layout,1085.0,2.0,64.0,2,5898.617511520737
5326,OMBR Layout,1855.0,3.0,145.0,3,7816.711590296496
5327,OMBR Layout,1050.0,2.0,48.0,2,4571.428571428572
5329,OMBR Layout,1165.0,2.0,88.5,2,7596.56652360515
5330,OMBR Layout,1101.0,2.0,66.0,2,5994.550408719346
5331,OMBR Layout,3400.0,4.0,275.0,4,8088.235294117647
5333,Old Airport Road,2732.0,4.0,204.0,4,7467.0571010248905
5335,Old Airport Road,3356.0,4.0,251.0,4,7479.141835518474
5336,Old Airport Road,1206.0,2.0,75.0,2,6218.905472636816
5337,Old Airport Road,2774.0,4.0,207.0,4,7462.148521989906
5338,Old Airport Road,2690.0,4.0,191.0,4,7100.371747211896
5339,Old Airport Road,2690.0,4.0,199.0,4,7397.769516728625
5340,Old Airport Road,1655.0,2.0,97.65,2,5900.302114803625
5341,Old Airport Road,1075.0,2.0,60.0,2,5581.395348837209
5342,Old Airport Road,1858.0,2.0,167.0,3,8988.15931108719
5343,Old Airport Road,1150.0,2.0,90.0,2,7826.086956521739
5344,Old Airport Road,2690.0,4.0,191.0,4,7100.371747211896
5345,Old Airport Road,2658.0,5.0,187.0,4,7035.364936042137
5346,Old Airport Road,946.0,2.0,58.0,2,6131.0782241014795
5347,Old Airport Road,2774.0,4.0,208.0,4,7498.197548666186
5348,Old Airport Road,2774.0,4.0,208.0,4,7498.197548666186
5349,Old Airport Road,3200.0,4.0,280.0,4,8750.0
5350,Old Airport Road,2690.0,4.0,201.0,4,7472.118959107806
5351,Old Airport Road,1145.0,2.0,75.0,2,6550.218340611354
5352,Old Airport Road,2732.0,4.0,194.0,4,7101.024890190337
5353,Old Airport Road,2658.0,5.0,189.0,4,7110.609480812641
5354,Old Airport Road,2774.0,4.0,197.0,4,7101.658255227109
5355,Old Airport Road,3496.0,4.0,262.0,4,7494.279176201373
5356,Old Airport Road,2774.0,4.0,197.0,4,7101.658255227109
5357,Old Airport Road,2732.0,4.0,204.0,4,7467.0571010248905
5358,Old Airport Road,1798.0,3.0,150.0,3,8342.602892102335
5359,Old Airport Road,2774.0,4.0,208.0,4,7498.197548666186
5360,Old Airport Road,1184.0,2.0,78.0,2,6587.8378378378375
5361,Old Airport Road,3504.0,4.0,262.0,4,7477.16894977169
5362,Old Airport Road,1055.0,2.0,75.0,2,7109.004739336493
5363,Old Madras Road,1425.0,2.0,94.0,3,6596.491228070176
5367,Old Madras Road,935.0,2.0,45.0,2,4812.834224598931
5369,Old Madras Road,1720.0,3.0,100.0,3,5813.953488372093
5370,Old Madras Road,1200.0,2.0,72.0,2,6000.0
5371,Old Madras Road,1225.0,2.0,53.55,2,4371.428571428572
5372,Old Madras Road,1100.0,2.0,70.0,2,6363.636363636364
5374,Old Madras Road,1171.0,2.0,75.0,2,6404.782237403928
5375,Old Madras Road,935.0,2.0,45.0,2,4812.834224598931
5378,Old Madras Road,1065.0,2.0,47.86,2,4493.896713615023
5379,Old Madras Road,2010.0,3.0,125.0,4,6218.905472636816
5381,Old Madras Road,1480.0,2.0,84.0,3,5675.675675675676
5383,Old Madras Road,1210.0,2.0,74.0,2,6115.702479338843
5384,Old Madras Road,1171.0,2.0,72.0,2,6148.590947907771
5386,Old Madras Road,1480.0,3.0,95.0,3,6418.918918918919
5388,Old Madras Road,1210.0,2.0,80.0,2,6611.570247933884
5389,Old Madras Road,1859.0,3.0,121.0,3,6508.87573964497
5393,Old Madras Road,2300.0,3.0,142.0,3,6173.913043478261
5395,Old Madras Road,1210.0,2.0,80.0,2,6611.570247933884
5396,Old Madras Road,1210.0,2.0,77.0,2,6363.636363636364
5399,Old Madras Road,1330.0,2.0,74.0,2,5563.909774436091
5400,Old Madras Road,1720.0,3.0,106.0,3,6162.790697674419
5402,Old Madras Road,2990.0,3.0,170.0,3,5685.61872909699
5404,Old Madras Road,1171.0,2.0,73.0,2,6233.98804440649
5405,Old Madras Road,1630.0,3.0,110.0,3,6748.4662576687115
5406,Old Madras Road,1165.0,2.0,52.0,2,4463.519313304721
5407,Old Madras Road,2640.0,2.0,170.0,2,6439.393939393939
5408,Old Madras Road,1165.0,2.0,51.42,2,4413.733905579399
5409,Padmanabhanagar,1020.0,2.0,63.0,2,6176.470588235294
5410,Padmanabhanagar,1176.0,2.0,62.0,2,5272.108843537415
5411,Padmanabhanagar,1258.0,2.0,115.0,2,9141.494435612083
5413,Padmanabhanagar,1100.0,2.0,65.0,2,5909.090909090909
5414,Padmanabhanagar,3400.0,3.0,210.0,4,6176.470588235294
5418,Padmanabhanagar,4500.0,4.0,360.0,3,8000.0
5419,Padmanabhanagar,1200.0,2.0,60.0,2,5000.0
5421,Padmanabhanagar,1000.0,1.0,90.0,2,9000.0
5422,Padmanabhanagar,1067.0,2.0,52.0,2,4873.477038425492
5426,Padmanabhanagar,1100.0,2.0,60.0,2,5454.545454545455
5427,Padmanabhanagar,2051.0,3.0,180.0,3,8776.206728425159
5428,Padmanabhanagar,2051.0,3.0,170.0,3,8288.639687957095
5429,Pai Layout,1006.0,2.0,35.0,2,3479.1252485089462
5430,Pai Layout,1550.0,2.0,90.0,3,5806.451612903225
5431,Pai Layout,1050.0,2.0,40.0,2,3809.5238095238096
5432,Pai Layout,1400.0,2.0,67.0,3,4785.714285714285
5433,Pai Layout,1100.0,2.0,50.0,2,4545.454545454545
5434,Pai Layout,1255.0,2.0,80.0,2,6374.501992031873
5435,Pai Layout,1075.0,2.0,35.0,2,3255.813953488372
5436,Pai Layout,1400.0,2.0,57.5,2,4107.142857142857
5437,Pai Layout,1175.0,2.0,60.0,2,5106.382978723404
5438,Pai Layout,810.0,2.0,34.5,2,4259.259259259259
5439,Pai Layout,1000.0,2.0,34.0,2,3400.0
5440,Pai Layout,1000.0,2.0,42.0,2,4200.0
5441,Pai Layout,3800.0,6.0,175.0,6,4605.263157894737
5442,Pai Layout,1068.0,2.0,48.0,2,4494.38202247191
5443,Pai Layout,1510.0,2.0,65.0,3,4304.635761589404
5446,Panathur,1359.0,2.0,87.0,2,6401.766004415011
5447,Panathur,1438.0,2.0,100.0,2,6954.102920723227
5448,Panathur,1688.0,3.0,118.0,3,6990.521327014218
5450,Panathur,1198.0,2.0,77.0,2,6427.378964941569
5451,Panathur,1180.0,2.0,70.0,2,5932.203389830508
5452,Panathur,1546.0,3.0,99.0,3,6403.622250970246
5454,Panathur,1000.0,2.0,65.3,2,6530.0
5455,Panathur,1109.0,2.0,63.0,2,5680.793507664563
5456,Panathur,1000.0,2.0,68.0,2,6800.0
5457,Panathur,1255.0,2.0,79.0,2,6294.820717131474
5458,Panathur,1205.0,2.0,62.9,2,5219.9170124481325
5459,Panathur,1198.0,2.0,82.0,2,6844.741235392321
5460,Panathur,1235.0,2.0,65.0,2,5263.1578947368425
5461,Panathur,1210.0,2.0,80.0,2,6611.570247933884
5462,Panathur,1210.0,2.0,77.0,2,6363.636363636364
5463,Panathur,661.0,1.0,40.0,1,6051.437216338881
5464,Panathur,1210.0,2.0,78.0,2,6446.280991735537
5466,Panathur,1050.0,2.0,60.0,2,5714.285714285715
5467,Panathur,1398.0,2.0,97.0,2,6938.483547925608
5468,Panathur,1065.0,2.0,58.0,2,5446.0093896713615
5469,Panathur,1007.0,2.0,64.0,2,6355.511420059583
5470,Panathur,1210.0,2.0,77.93,2,6440.495867768595
5471,Panathur,1230.0,2.0,80.0,2,6504.065040650406
5472,Panathur,980.0,2.0,57.0,2,5816.326530612245
5473,Panathur,1075.0,2.0,60.0,2,5581.395348837209
5474,Panathur,1210.0,2.0,69.0,2,5702.479338842975
5475,Panathur,1343.0,2.0,76.0,2,5658.972449739389
5476,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5477,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5478,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5479,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5480,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5481,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5482,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5483,Parappana Agrahara,1092.0,2.0,43.0,2,3937.7289377289376
5484,Parappana Agrahara,1194.0,2.0,45.0,2,3768.8442211055276
5485,Parappana Agrahara,1200.0,1.0,45.0,1,3750.0
5486,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5487,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5488,Parappana Agrahara,1194.0,2.0,47.0,2,3936.348408710218
5489,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5490,Parappana Agrahara,1194.0,2.0,46.0,2,3852.5963149078725
5491,Pattandur Agrahara,1550.0,2.0,80.0,3,5161.290322580645
5492,Pattandur Agrahara,1025.0,2.0,44.5,2,4341.463414634146
5493,Pattandur Agrahara,1247.0,2.0,59.8,2,4795.50922213312
5494,Pattandur Agrahara,900.0,2.0,42.0,2,4666.666666666667
5495,Pattandur Agrahara,1302.0,2.0,66.0,2,5069.124423963133
5496,Pattandur Agrahara,1550.0,2.0,80.0,3,5161.290322580645
5497,Pattandur Agrahara,1247.0,2.0,62.35,2,5000.0
5498,Pattandur Agrahara,1350.0,2.0,68.0,2,5037.037037037037
5499,Poorna Pragna Layout,920.0,2.0,39.55,2,4298.91304347826
5502,Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
5505,Poorna Pragna Layout,965.0,2.0,48.0,2,4974.093264248705
5510,Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
5512,Poorna Pragna Layout,1160.0,2.0,46.39,2,3999.137931034483
5515,Poorna Pragna Layout,960.0,2.0,50.0,2,5208.333333333333
5517,Prithvi Layout,2028.0,4.0,162.0,4,7988.165680473373
5518,Prithvi Layout,1352.0,2.0,87.5,2,6471.89349112426
5519,Prithvi Layout,1190.0,2.0,68.0,2,5714.285714285715
5520,Prithvi Layout,1352.0,2.0,85.0,2,6286.98224852071
5521,Prithvi Layout,1352.0,2.0,75.0,2,5547.337278106509
5522,Prithvi Layout,2273.0,4.0,220.0,3,9678.838539375274
5523,Prithvi Layout,1352.0,3.0,93.0,2,6878.698224852071
5524,Prithvi Layout,2273.0,4.0,192.0,3,8446.986361636604
5525,Prithvi Layout,1352.0,2.0,72.0,2,5325.443786982249
5528,R.T. Nagar,1200.0,2.0,120.0,2,10000.0
5530,R.T. Nagar,1040.0,2.0,46.0,2,4423.076923076923
5531,R.T. Nagar,1200.0,2.0,45.0,2,3750.0
5532,R.T. Nagar,1235.0,2.0,65.0,2,5263.1578947368425
5533,R.T. Nagar,1140.0,3.0,130.0,3,11403.508771929824
5534,R.T. Nagar,970.0,2.0,55.0,2,5670.103092783505
5535,R.T. Nagar,1560.0,3.0,125.0,3,8012.820512820513
5536,R.T. Nagar,1200.0,2.0,60.0,2,5000.0
5539,R.T. Nagar,1200.0,3.0,140.0,3,11666.666666666666
5540,R.T. Nagar,1100.0,3.0,125.0,2,11363.636363636364
5541,R.T. Nagar,1150.0,2.0,72.0,2,6260.869565217391
5542,R.T. Nagar,1500.0,4.0,185.0,4,12333.333333333334
5543,R.T. Nagar,3600.0,8.0,165.0,9,4583.333333333333
5544,R.T. Nagar,1080.0,2.0,48.0,2,4444.444444444444
5545,R.T. Nagar,1325.0,2.0,52.0,2,3924.5283018867926
5547,R.T. Nagar,1300.0,3.0,145.0,3,11153.846153846154
5549,R.T. Nagar,1100.0,2.0,85.0,2,7727.272727272727
5550,R.T. Nagar,1667.0,3.0,130.0,3,7798.440311937612
5551,Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
5553,Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
5555,Rachenahalli,1050.0,2.0,53.5,2,5095.238095238095
5557,Rachenahalli,1220.0,2.0,59.5,2,4877.049180327869
5558,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5560,Rachenahalli,1050.0,2.0,52.1,2,4961.9047619047615
5561,Rachenahalli,1050.0,2.0,53.5,2,5095.238095238095
5562,Rachenahalli,1113.0,2.0,55.0,2,4941.599281221923
5563,Rachenahalli,3657.0,5.0,220.0,4,6015.859994531036
5567,Rachenahalli,680.0,1.0,32.64,1,4800.0
5568,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5571,Rachenahalli,690.0,1.0,39.8,1,5768.115942028985
5572,Rachenahalli,1200.0,2.0,50.0,2,4166.666666666667
5573,Rachenahalli,1050.0,2.0,47.25,2,4500.0
5574,Rachenahalli,1050.0,2.0,55.5,2,5285.714285714285
5575,Rachenahalli,985.0,2.0,49.97,2,5073.096446700508
5576,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5577,Rachenahalli,1050.0,2.0,52.08,2,4960.0
5579,Rachenahalli,1050.0,2.0,52.07,2,4959.047619047619
5581,Rachenahalli,1050.0,2.0,52.08,2,4960.0
5582,Rachenahalli,985.0,2.0,49.97,2,5073.096446700508
5583,Rachenahalli,1856.0,3.0,106.0,3,5711.206896551724
5584,Rachenahalli,1050.0,2.0,52.5,2,5000.0
5585,Rachenahalli,985.0,2.0,50.17,2,5093.401015228426
5586,Rachenahalli,2600.0,3.0,160.0,3,6153.846153846154
5589,Rachenahalli,985.0,2.0,50.17,2,5093.401015228426
5590,Rachenahalli,1050.0,2.0,52.71,2,5020.0
5593,Raja Rajeshwari Nagar,1295.0,2.0,43.9,2,3389.96138996139
5594,Raja Rajeshwari Nagar,1145.0,2.0,45.79,2,3999.126637554585
5595,Raja Rajeshwari Nagar,1419.0,2.0,48.1,2,3389.7110641296686
5596,Raja Rajeshwari Nagar,1295.0,2.0,55.47,2,4283.397683397683
5597,Raja Rajeshwari Nagar,1133.0,2.0,49.07,2,4330.979699911739
5598,Raja Rajeshwari Nagar,1090.0,2.0,42.0,2,3853.211009174312
5599,Raja Rajeshwari Nagar,1260.0,2.0,67.39,2,5348.412698412699
5600,Raja Rajeshwari Nagar,1141.0,2.0,38.55,2,3378.6152497808935
5601,Raja Rajeshwari Nagar,1140.0,2.0,49.39,2,4332.456140350877
5602,Raja Rajeshwari Nagar,1303.0,2.0,55.79,2,4281.657712970069
5603,Raja Rajeshwari Nagar,600.0,1.0,22.0,1,3666.6666666666665
5604,Raja Rajeshwari Nagar,1278.0,2.0,53.76,3,4206.572769953052
5605,Raja Rajeshwari Nagar,500.0,1.0,25.0,1,5000.0
5606,Raja Rajeshwari Nagar,1143.0,2.0,38.65,2,3381.4523184601926
5607,Raja Rajeshwari Nagar,1610.0,3.0,74.0,3,4596.273291925466
5608,Raja Rajeshwari Nagar,1105.0,2.0,65.0,2,5882.35294117647
5610,Raja Rajeshwari Nagar,1258.0,2.0,63.53,2,5050.079491255962
5611,Raja Rajeshwari Nagar,1128.0,2.0,38.24,2,3390.0709219858154
5612,Raja Rajeshwari Nagar,1157.0,2.0,53.8,2,4649.956784788245
5613,Raja Rajeshwari Nagar,1185.0,2.0,47.39,2,3999.15611814346
5616,Raja Rajeshwari Nagar,1030.0,2.0,50.0,2,4854.368932038835
5617,Raja Rajeshwari Nagar,1144.0,2.0,38.55,2,3369.7552447552443
5618,Raja Rajeshwari Nagar,1196.0,2.0,51.51,2,4306.8561872909695
5619,Raja Rajeshwari Nagar,1570.0,3.0,88.0,3,5605.095541401274
5620,Raja Rajeshwari Nagar,1168.0,2.0,61.0,2,5222.602739726028
5621,Raja Rajeshwari Nagar,1306.0,2.0,55.91,2,4281.010719754977
5622,Raja Rajeshwari Nagar,1608.0,3.0,67.98,3,4227.611940298508
5624,Raja Rajeshwari Nagar,1575.0,2.0,78.0,3,4952.380952380952
5625,Raja Rajeshwari Nagar,1200.0,2.0,35.0,2,2916.6666666666665
5626,Raja Rajeshwari Nagar,1151.0,2.0,39.02,2,3390.095569070374
5627,Raja Rajeshwari Nagar,1570.0,2.0,65.0,3,4140.127388535032
5629,Raja Rajeshwari Nagar,1196.0,2.0,51.15,2,4276.755852842809
5630,Raja Rajeshwari Nagar,1419.0,2.0,48.0,2,3382.663847780127
5632,Raja Rajeshwari Nagar,1295.0,2.0,70.0,2,5405.405405405405
5633,Raja Rajeshwari Nagar,648.0,1.0,31.75,1,4899.691358024691
5634,Raja Rajeshwari Nagar,1100.0,2.0,55.0,2,5000.0
5635,Raja Rajeshwari Nagar,1140.0,2.0,38.55,2,3381.578947368421
5636,Raja Rajeshwari Nagar,1090.0,2.0,43.59,2,3999.0825688073396
5638,Raja Rajeshwari Nagar,1023.0,2.0,42.0,2,4105.571847507332
5639,Raja Rajeshwari Nagar,1070.0,2.0,50.0,2,4672.897196261682
